Gene ID;Gene Name or Symbol;Product Description;Variantome;Fraschka;ChIP on ChIP;Our ChIP seq;Likely Variant ;Final LC;Final Customized;Final HC
PF3D7_1144800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1144900;RAB6;ras-related protein Rab-6;;;;;;;;
PF3D7_1145000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1145100;SEC21;coatomer subunit gamma, putative;;;;;;;;
PF3D7_1145200;N/A;serine/threonine protein kinase, putative;;;;;;;;
PF3D7_1145300;CRIPT;cysteine-rich PDZ-binding protein, putative;;;;;;;;
PF3D7_1145400;DYN1;dynamin-like protein;;;;;;;;
PF3D7_1145500;ABCB3;ABC transporter B family member 3, putative;;;;;;;;
PF3D7_1145600;N/A;TMEM65 domain-containing protein, putative;;;;;;;;
PF3D7_1145700;N/A;bicoid-interacting protein BIN3, putative;;;;;;;;
PF3D7_1145800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1145900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1146000;RSA4;ribosome assembly protein 4, putative;;;;;;;;
PF3D7_1146100;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1146200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1146300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1146500;LRR10;leucine-rich repeat protein;;;;;;;;
PF3D7_1146600;ORP1;oocyst rupture protein 1, putative;;;;;;;;
PF3D7_1146700;N/A;kinesin-like protein, putative;;YES - HC;YES;YES;;YES;YES;YES
PF3D7_1146800;N/A;conserved Plasmodium protein, unknown function;;;YES;YES;;YES;YES;YES
PF3D7_1146900;N/A;protein YIPF6, putative;;;;;;;;
PF3D7_1147000;SLARP;sporozoite and liver stage asparagine-rich protein;YES;;;;;YES;;
PF3D7_1147100;N/A;dynein light chain, putative;;;;;;;;
PF3D7_1147200;N/A;tubulin--tyrosine ligase, putative;YES;;;YES;;YES;YES;YES
PF3D7_1147300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1147400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1147500;FTB;protein farnesyltransferase subunit beta;;;;;;;;
PF3D7_1147600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1147700;N/A;ATP synthase subunit delta, mitochondrial, putative;;;;;;;;
PF3D7_1147800;MAEBL;membrane associated erythrocyte binding-like protein;;;;;;;;
PF3D7_1147900;PEX22;peroxisome assembly protein 22, putative;;;;;;;;
PF3D7_1148000;N/A;serine/threonine protein kinase, putative;;;;;;;;
PF3D7_1148100;N/A;unspecified product;;;;;;;;
PF3D7_1148200;N/A;unspecified product;;;;;;;;
PF3D7_1148500;N/A;unspecified product;;;;;;;;
PF3D7_1148600;N/A;18S ribosomal RNA;YES;;;;;YES;;
PF3D7_1148620;N/A;5.8S ribosomal RNA;;;;;;;;
PF3D7_1148640;N/A;28S ribosomal RNA;;;;;;;;
PF3D7_1148700;GEXP12;Plasmodium exported protein (PHISTc), unknown function;;;;;;;;
PF3D7_1148800;N/A;Plasmodium exported protein (hyp11), unknown function;;;;;;;;
PF3D7_1148900;N/A;Plasmodium exported protein, unknown function;;;;;;;;
PF3D7_1149000;Pf332;antigen 332, DBL-like protein;;;;;;;;
PF3D7_1149100;N/A;Plasmodium exported protein, unknown function;;;;;;;;
PF3D7_1149200;RESA3;ring-infected erythrocyte surface antigen;YES;;;;;YES;;
PF3D7_1149300;FIKK11;serine/threonine protein kinase, FIKK family;;;;YES;;YES;YES;
PF3D7_1149400;N/A;Plasmodium exported protein, unknown function;YES;;;YES;;YES;YES;YES
PF3D7_1149500;RESA2;ring-infected erythrocyte surface antigen 2, pseudogene;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_1149600;N/A;DnaJ protein, putative;YES;;YES;YES;;YES;YES;YES
PF3D7_1149700;N/A;Plasmodium exported protein (PHISTa), unknown function, fragment;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_1149800;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1149900;N/A;stevor;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_1150000;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1150100;RIF;rifin, pseudogene;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1150200;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1150300;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1150400;VAR;erythrocyte membrane protein 1, PfEMP1;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_1200100;VAR;erythrocyte membrane protein 1, PfEMP1;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1200200;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1200300;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1200400;VAR;erythrocyte membrane protein 1, PfEMP1;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1200500;RIF;rifin;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_1200600;VAR2CSA;erythrocyte membrane protein 1, PfEMP1;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_1200700;ACS7;acyl-CoA synthetase;;;YES;YES;;YES;YES;YES
PF3D7_1200800;FIKK12;serine/threonine protein kinase, FIKK family;;;;;;;;
PF3D7_1200900;N/A;Plasmodium exported protein (PHISTc), unknown function;;;;;;;;
PF3D7_1201000;N/A;Plasmodium exported protein (PHISTb), unknown function;YES;;;;;YES;;
PF3D7_1201100;N/A;RESA-like protein with PHIST and DnaJ domains;;;;;;;;
PF3D7_1201200;N/A;Plasmodium exported protein (PHISTa-like), unknown function;;;;;;;;
PF3D7_1201300;LSAP1;liver stage associated protein 1;;;;;;;;
PF3D7_1201400;N/A;Plasmodium exported protein, unknown function;;;;;;;;
PF3D7_1201500;N/A;GPN-loop GTPase, putative;;;;;;;;
PF3D7_1201600;NEK3;NIMA related kinase 3;;;;;;;;
PF3D7_1201700;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1201800;COX19;cytochrome c oxidase assembly protein COX19, putative;;;;;;;;
PF3D7_1201900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1202000;PSH2;ATP-dependent DNA/RNA helicase PSH2;;;;;;;;
PF3D7_1202100;N/A;SRAP domain-containing protein, putative;;;;;;;;
PF3D7_1202200;MPC;mitochondrial phosphate carrier protein;;;;;;;;
PF3D7_1202300;N/A;dynein heavy chain, putative;;;;;;;;
PF3D7_1202400;CYP26;peptidyl-prolyl cis-trans isomerase;;;;;;;;
PF3D7_1202500;TGS1;trimethylguanosine synthase, putative;;;;;;;;
PF3D7_1202600;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1202700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1202800;N/A;DNA/RNA-binding protein, putative;;;;;;;;
PF3D7_1202900;HMGB1;high mobility group protein B1;;;YES;;;YES;;
PF3D7_1203000;ORC1;origin recognition complex subunit 1;;;;;;;;
PF3D7_1203100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1203200;SRP14;signal recognition particle subunit SRP14;;;;;;;;
PF3D7_1203300;N/A;TBCC domain-containing protein, putative;;;;;;;;
PF3D7_1203400;MFS4;major facilitator superfamily domain-containing protein, putative;;;;;;;;
PF3D7_1203500;SUA5;threonylcarbamoyl-AMP synthase, putative;;;;;;;;
PF3D7_1203600;CC1HL;cytochrome c1 heme lyase, putative;;;;;;;;
PF3D7_1203700;NAPL;nucleosome assembly protein;;;;;;;;
PF3D7_1203800;N/A;unspecified product;;;;;;;;
PF3D7_1203900;UBC;ubiquitin-conjugating enzyme E2;;;;;;;;
PF3D7_1204000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1204100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1204200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1204300;EIF5A;eukaryotic translation initiation factor 5A;;YES - LC;;;;YES;;
PF3D7_1204400;G37;sexual stage-specific protein G37, putative;;;;;;;;
PF3D7_1204500;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1204600;N/A;cytidine deaminase, putative;;;;;;;;
PF3D7_1204700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1204900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1205000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1205100;SEPSECS;O-phosphoseryl-tRNA(Sec) selenium transferase, putative;;;;;;;;
PF3D7_1205200;HADO;HAD domain ookinete protein, putative;;;;;;;;
PF3D7_1205300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1205400;N/A;kelch domain-containing protein, putative;;;;;;;;
PF3D7_1205500;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_1205600;N/A;tetratricopeptide repeat protein, putative;;;;;;;;
PF3D7_1205700;tGLO2;targeted glyoxalase II;;;;;;;;
PF3D7_1205800;HMGB3;high mobility group protein B3, putative;;;;;;;;
PF3D7_1205900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1206000;SHLP2;shewanella-like protein phosphatase 2;;;;;;;;
PF3D7_1206100;N/A;IMP-specific 5'-nucleotidase, putative;;;;;;;;
PF3D7_1206200;EIF3C;eukaryotic translation initiation factor 3 subunit C, putative;;;;;;;;
PF3D7_1206300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1206400;N/A;rhodanese like protein, putative;;;;;;;;
PF3D7_1206500;N/A;Tat binding protein 1(TBP-1)-interacting protein, putative;;;;;;;;
PF3D7_1206600;RPC2;DNA-directed RNA polymerase III subunit RPC2, putative;;;;;;;;
PF3D7_1206700;EIF5;eukaryotic translation initiation factor 5, putative;;;;;;;;
PF3D7_1206800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1206900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1207000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1207100;N/A;small subunit rRNA processing factor, putative;;;;;;;;
PF3D7_1207200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1207300;LIMP;LIMP protein, putative;;;;;;;;
PF3D7_1207400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1207500;N/A;RNA-binding protein, putative;;;;;;;;
PF3D7_1207600;MiaA;tRNA delta(2)-isopentenylpyrophosphate transferase, putative;;;;;;;;
PF3D7_1207700;N/A;blood stage antigen 41-3 precursor;;;;;;;;
PF3D7_1207800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1207900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1208000;N/A;apicoplast ribosomal protein L29 precursor, putative;;;;;;;;
PF3D7_1208100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1208200;CRMP3;cysteine repeat modular protein 3;;;;YES;;YES;YES;
PF3D7_1208300;N/A;acyl carrier protein, mitochondrial, putative;;;;;;;;
PF3D7_1208400;N/A;amino acid transporter, putative;;;;;;;;
PF3D7_1208500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1208600;TIM10;mitochondrial import inner membrane translocase subunit TIM10, putative;;;;;;;;
PF3D7_1208700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1208800;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_1208900;PPM11;protein phosphatase PPM11, putative;;;;;;;;
PF3D7_1209000;N/A;mago-binding protein, putative;;;;;;;;
PF3D7_1209100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1209200;LSM7;U6 snRNA-associated Sm-like protein LSm7, putative;;;;;;;;
PF3D7_1209300;TRZ;telomere repeat-binding zinc finger protein;;;;;;;;
PF3D7_1209400;CIA1;cytosolic iron-sulfur protein assembly protein 1, putative;;;;;;;;
PF3D7_1209500;PDEalpha;cGMP-specific 3',5'-cyclic phosphodiesterase alpha;;;;;;;;
PF3D7_1209600;PBGD;porphobilinogen deaminase;;;;;;;;
PF3D7_1209700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1209800;ATP11;ATP synthase mitochondrial F1 complex assembly factor 1, putative;;;;;;;;
PF3D7_1209900;ABCB7;ABC transporter B family member 7, putative;;;;;;;;
PF3D7_1210000;RPL1;50S ribosomal protein L1, apicoplast, putative;;;;;;;;
PF3D7_1210100;SYN2;syntaxin, Qa-SNARE family;;;;;;;;
PF3D7_1210200;N/A;zinc finger protein, putative;YES;;;;;YES;;
PF3D7_1210300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1210400;N/A;general transcription factor 3C polypeptide 5, putative;;;;;;;;
PF3D7_1210500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1210600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1210700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1210800;N/A;small nucleolar RNA snoR14;;;;;;;;
PF3D7_1210900;PIGM;GPI mannosyltransferase 1;;;;;;;;
PF3D7_1211000;N/A;kinesin-7, putative;;;;;;;;
PF3D7_1211100;N/A;HSP20-like chaperone, putative;;;;;;;;
PF3D7_1211200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1211300;MCM8;DNA helicase MCM8, putative;;;;;;;;
PF3D7_1211400;PfJ4;heat shock protein DNAJ homologue Pfj4;;;;;;;;
PF3D7_1211500;N/A;mitochondrial ribosomal protein S18 precursor, putative;;;;;;;;
PF3D7_1211600;LSD1;lysine-specific histone demethylase 1, putative;;;;;;;;
PF3D7_1211700;MCM5;DNA replication licensing factor MCM5, putative;;;;;;;;
PF3D7_1211800;PfpUB;polyubiquitin;;;;;;;;
PF3D7_1211900;ATP4;non-SERCA-type Ca2+ -transporting P-ATPase;;;;;;;;
PF3D7_1212000;TPx(Gl);glutathione peroxidase-like thioredoxin peroxidase;;;;;;;;
PF3D7_1212100;PPP1;peripheral plastid protein 1, putative;;;;;;;;
PF3D7_1212200;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1212300;N/A;WD repeat-containing protein, putative;;;;;;;;
PF3D7_1212400;N/A;tetratricopeptide repeat protein, putative;;;;;;;;
PF3D7_1212500;GAT;glycerol-3-phosphate 1-O-acyltransferase;;;;;;;;
PF3D7_1212600;N/A;SND2 domain-containing protein, putative, unspecified product;;;;;;;;
PF3D7_1212700;EIF3A;eukaryotic translation initiation factor 3 subunit A, putative;;;;;;;;
PF3D7_1212800;SDHB;succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial;;;;;;;;
PF3D7_1212900;BDP2;bromodomain protein 2, putative;;;;;;;;
PF3D7_1213000;N/A;unspecified product;;;;;;;;
PF3D7_1213100;N/A;U1 spliceosomal RNA;;;;;;;;
PF3D7_1213200;MED18;mediator of RNA polymerase II transcription subunit 18, putative;;;;;;;;
PF3D7_1213300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1213400;N/A;kelch domain-containing protein, putative;;;;;;;;
PF3D7_1213500;N/A;integral membrane protein GPR180, putative;;;;;;;;
PF3D7_1213600;DLC8;dynein light chain 1, putative;;;;;;;;
PF3D7_1213700;RPB8;DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative;;;;;;;;
PF3D7_1213800;PRS;proline--tRNA ligase;;;;;;;;
PF3D7_1213900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1214000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1214100;PIGO;GPI ethanolamine phosphate transferase 3, putative;;;;;;;;
PF3D7_1214200;SET5;histone-lysine N-methyltransferase, putative;;;;;;;;
PF3D7_1214300;N/A;geranylgeranyl transferase type-2 subunit beta, putative;;;;;;;;
PF3D7_1214400;EMC6;ER membrane protein complex subunit 6, putative;;;;;;;;
PF3D7_1214500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1214600;N/A;adrenodoxin-type ferredoxin, putative;;;;;;;;
PF3D7_1214700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1214800;OBC13;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1214900;N/A;conserved protein, unknown function;YES;;;;;YES;;
PF3D7_1215000;Trx-Px2;thioredoxin peroxidase 2;;;;;;;;
PF3D7_1215100;N/A;SUN domain-containing protein, putative;;;;;;;;
PF3D7_1215200;CYP32;peptidyl-prolyl cis-trans isomerase;;;;;;;;
PF3D7_1215300;CPN10;10 kDa chaperonin;;;;;;;;
PF3D7_1215400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1215500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1215600;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1215700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1215800;RSPH9;radial spoke head protein 9, putative;;;;;;;;
PF3D7_1215900;SR10;serpentine receptor, putative;;;;;;;;
PF3D7_1216000;N/A;serine--tRNA ligase, putative;;;;;;;;
PF3D7_1216100;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1216200;N/A;glycerol-3-phosphate dehydrogenase [NAD(+)], putative;;;;;;;;
PF3D7_1216300;SRP19;signal recognition particle subunit SRP19;;;;;;;;
PF3D7_1216400;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1216500;MDV1;male development gene 1;;;;;;;;
PF3D7_1216600;CelTOS;cell traversal protein for ookinetes and sporozoites;;;;;;;;
PF3D7_1216700;PLP2;perforin-like protein 2;;;;;;;;
PF3D7_1216800;N/A;tRNA Proline;;;;;;;;
PF3D7_1216900;N/A;DNA-binding chaperone, putative;;;;;;;;
PF3D7_1217000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1217100;SPO11;meiotic recombination protein SPO11, putative;;;;;;;;
PF3D7_1217200;MRD1;multiple RNA-binding domain-containing protein 1, putative;;;;;;;;
PF3D7_1217300;EngA;GTP-binding protein EngA;;;;;;;;
PF3D7_1217400;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1217500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1217600;APC10;anaphase-promoting complex subunit 10, putative;;;;;;;;
PF3D7_1217700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1217800;DPH3;diphthamide biosynthesis protein 3, putative;;;;;;;;
PF3D7_1217900;N/A;PPPDE peptidase domain-containing protein, putative;;;;;;;;
PF3D7_1218000;TRAMP;thrombospondin-related apical membrane protein;;;;;;;;
PF3D7_1218100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1218200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1218300;AP2-MU;AP-2 complex subunit mu, putative;;;;;;;;
PF3D7_1218400;N/A;triose or hexose phosphate/phosphate translocator, putative;;;;;;;;
PF3D7_1218500;DYN3;dynamin-like protein, putative;;;;;;;;
PF3D7_1218600;RRS;arginine--tRNA ligase;;;;;;;;
PF3D7_1218700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1218800;PSOP17;secreted ookinete protein, putative;;;;;;;;
PF3D7_1218900;N/A;WD repeat-containing protein, putative;;;;;;;;
PF3D7_1219000;FRM2;formin 2;;;;;;;;
PF3D7_1219100;N/A;clathrin heavy chain, putative;;;;YES;;YES;YES;
PF3D7_1219200;RIF;rifin, pseudogene;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1219300;VAR;erythrocyte membrane protein 1, PfEMP1;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1219400;VAR;erythrocyte membrane protein 1 (PfEMP1), pseudogene;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_1219500;VAR;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1219600;ATPase2;aminophospholipid-transporting P-ATPase;;;;;;;;
PF3D7_1219700;RKIP;raf kinase inhibitor;;;;;;;;
PF3D7_1219800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1219900;N/A;ribulose-phosphate 3-epimerase, putative;;;;;;;;
PF3D7_1220000;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_1220100;PRP17;pre-mRNA-processing factor 17, putative;;;;;;;;
PF3D7_1220200;N/A;conserved Plasmodium protein, unknown function, pseudogene;;;;;;;;
PF3D7_1220300;N/A;cell cycle associated protein, putative;;;;;;;;
PF3D7_1220400;DRN1;debranching enzyme-associated ribonuclease, putative;;;;;;;;
PF3D7_1220500;TSR3;ribosome biogenesis protein TSR3, putative;;;;;;;;
PF3D7_1220600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1220700;N/A;conserved Plasmodium protein, unknown function;YES;YES - LC;;YES;;YES;YES;YES
PF3D7_1220900;HP1;heterochromatin protein 1;;;;;;;;
PF3D7_1221000;SET10;histone-lysine N-methyltransferase, H3 lysine-4 specific;;;;;;;;
PF3D7_1221100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1221200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1221300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1221400;IMC1h;inner membrane complex protein 1h, putative;;;;;;;;
PF3D7_1221500;N/A;heptatricopeptide repeat-containing protein, putative;;;;;;;;
PF3D7_1221600;N/A;protein TSSC1, putative;;;;;;;;
PF3D7_1221700;N/A;FbpA domain protein, putative;;;;;;;;
PF3D7_1221800;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1221900;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1222000;N/A;tRNA-splicing ligase RtcB, putative;;;;;;;;
PF3D7_1222100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1222200;N/A;small nucleolar RNA snoR15;;;;;;;;
PF3D7_1222300;GRP94;endoplasmin, putative;;;;;;;;
PF3D7_1222400;ApiAP2;AP2 domain transcription factor;;;;;;;;
PF3D7_1222500;DPH6;diphthine--ammonia ligase, putative;;;;;;;;
PF3D7_1222600;AP2-G;AP2 domain transcription factor AP2-G;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_1222700;GAP45;glideosome-associated protein 45;;;;;;;;
PF3D7_1222800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1222900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1223000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1223100;PKAr;cAMP-dependent protein kinase regulatory subunit;;;;;;;;
PF3D7_1223200;N/A;nucleus export protein BRR6, putative;;;;;;;;
PF3D7_1223300;GyrA;DNA gyrase subunit A;;;;;;;;
PF3D7_1223400;N/A;phospholipid-transporting ATPase, putative;;;;;;;;
PF3D7_1223500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1223600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1223700;VIT;vacuolar iron transporter;;;;;;;;
PF3D7_1223800;YHM2;citrate/oxoglutarate carrier protein, putative;;;;;;;;
PF3D7_1223900;N/A;50S ribosomal protein L24, putative;;;;;;;;
PF3D7_1224000;GCH1;GTP cyclohydrolase 1;;;;;;;;
